event_type,severity,country,hour_of_day,is_attack_event,is_business_hours
brute_force_attempt,high,FR,19,True,False
vpn_login,low,US,15,False,True
suspicious_ip_activity,critical,FR,21,True,False
vpn_login,low,US,9,False,True
successful_login,medium,DE,5,False,False
account_lockout,medium,US,12,False,True
failed_login,high,GB,20,False,False
vpn_login,high,AU,21,False,False
failed_login,high,MZ,5,False,False
vpn_login,low,DE,17,False,False
privilege_escalation,high,US,19,True,False
account_lockout,low,US,19,False,False
successful_login,critical,GB,20,False,False
failed_login,low,US,21,False,False
account_lockout,medium,GB,17,False,False
failed_login,medium,US,19,False,False
account_lockout,medium,US,21,False,False
failed_login,high,DE,19,False,False
failed_login,medium,GB,17,False,False
brute_force_attempt,critical,IR,15,True,True
failed_login,high,US,14,False,True
successful_login,medium,BR,17,False,False
successful_login,medium,JP,23,False,False
successful_login,high,DE,20,False,False
successful_login,low,GB,21,False,False
privilege_escalation,high,FR,11,True,True
account_lockout,medium,AU,1,False,False
account_lockout,low,US,8,False,False
failed_login,high,IN,20,False,False
failed_login,medium,US,20,False,False
malware_alert,critical,GB,15,True,True
successful_login,medium,IN,21,False,False
vpn_login,medium,FR,16,False,True
successful_login,low,GB,16,False,True
vpn_login,critical,IN,8,False,False
successful_login,high,US,14,False,True
account_lockout,medium,US,18,False,False
vpn_login,low,BR,4,False,False
successful_login,low,JP,4,False,False
suspicious_ip_activity,high,IN,3,True,False
successful_login,high,DE,2,False,False
vpn_login,medium,US,2,False,False
failed_login,high,UZ,16,False,True
successful_login,medium,JP,16,False,True
successful_login,high,US,17,False,False
successful_login,low,DE,15,False,True
failed_login,medium,FR,18,False,False
brute_force_attempt,high,CA,0,True,False
vpn_login,high,US,19,False,False
failed_login,medium,US,10,False,True
successful_login,medium,JP,8,False,False
failed_login,medium,US,21,False,False
failed_login,critical,LA,20,False,False
successful_login,medium,GB,3,False,False
privilege_escalation,medium,IN,7,True,False
failed_login,low,BR,21,False,False
successful_login,medium,US,15,False,True
brute_force_attempt,high,FR,16,True,True
failed_login,medium,CA,16,False,True
suspicious_ip_activity,critical,CA,6,True,False
brute_force_attempt,high,JP,19,True,False
successful_login,high,AU,5,False,False
failed_login,high,US,14,False,True
failed_login,low,US,17,False,False
vpn_login,high,CA,15,False,True
account_lockout,low,JP,20,False,False
vpn_login,low,AU,0,False,False
successful_login,low,JP,19,False,False
failed_login,low,AU,18,False,False
failed_login,critical,US,21,False,False
brute_force_attempt,critical,DE,21,True,False
vpn_login,low,GB,11,False,True
privilege_escalation,high,DE,19,True,False
suspicious_ip_activity,low,US,15,True,True
account_lockout,medium,DE,18,False,False
successful_login,high,GB,19,False,False
successful_login,low,GB,14,False,True
failed_login,high,VC,16,False,True
failed_login,medium,DE,19,False,False
failed_login,critical,AU,14,False,True
successful_login,low,GB,18,False,False
suspicious_ip_activity,critical,DE,23,True,False
malware_alert,critical,JP,22,True,False
malware_alert,high,JP,6,True,False
privilege_escalation,high,AU,5,True,False
vpn_login,critical,DE,4,False,False
vpn_login,high,CA,15,False,True
successful_login,medium,US,21,False,False
successful_login,medium,JP,15,False,True
failed_login,medium,DE,14,False,True
brute_force_attempt,critical,US,20,True,False
vpn_login,low,US,18,False,False
malware_alert,high,GB,19,True,False
account_lockout,medium,US,19,False,False
account_lockout,medium,DE,14,False,True
successful_login,high,JP,21,False,False
vpn_login,low,GB,16,False,True
suspicious_ip_activity,critical,US,14,True,True
failed_login,low,GB,16,False,True
vpn_login,low,BR,6,False,False
successful_login,low,IN,16,False,True
account_lockout,medium,US,16,False,True
suspicious_ip_activity,low,GB,14,True,True
malware_alert,high,CA,13,True,True
vpn_login,low,DE,17,False,False
vpn_login,high,BR,6,False,False
failed_login,medium,DE,7,False,False
successful_login,low,JP,21,False,False
malware_alert,critical,GB,1,True,False
account_lockout,medium,US,19,False,False
vpn_login,medium,US,22,False,False
successful_login,medium,DE,18,False,False
vpn_login,high,US,21,False,False
malware_alert,medium,FR,14,True,True
suspicious_ip_activity,critical,US,15,True,True
successful_login,high,BR,0,False,False
successful_login,low,DE,15,False,True
failed_login,low,GB,14,False,True
account_lockout,critical,FR,17,False,False
brute_force_attempt,high,US,14,True,True
malware_alert,critical,DE,18,True,False
vpn_login,medium,AU,15,False,True
vpn_login,low,GB,21,False,False
failed_login,high,TN,16,False,True
successful_login,critical,AU,16,False,True
suspicious_ip_activity,medium,AU,4,True,False
successful_login,high,DE,11,False,True
successful_login,medium,GB,11,False,True
successful_login,critical,GB,17,False,False
failed_login,low,US,20,False,False
malware_alert,low,AU,10,True,True
successful_login,critical,US,19,False,False
successful_login,medium,SG,17,False,False
failed_login,high,US,21,False,False
failed_login,high,CA,20,False,False
vpn_login,medium,GB,14,False,True
failed_login,low,GB,14,False,True
account_lockout,high,CA,18,False,False
brute_force_attempt,high,JP,18,True,False
vpn_login,critical,DE,16,False,True
account_lockout,high,GB,19,False,False
failed_login,low,US,16,False,True
account_lockout,medium,FR,17,False,False
failed_login,critical,FR,9,False,True
failed_login,medium,AU,12,False,True
successful_login,medium,US,18,False,False
successful_login,medium,SG,15,False,True
vpn_login,high,AU,6,False,False
failed_login,medium,BR,22,False,False
failed_login,medium,GB,6,False,False
failed_login,high,US,16,False,True
suspicious_ip_activity,critical,US,20,True,False
brute_force_attempt,critical,US,16,True,True
vpn_login,low,US,20,False,False
account_lockout,medium,GB,14,False,True
successful_login,low,GB,7,False,False
vpn_login,medium,US,21,False,False
vpn_login,critical,CA,14,False,True
failed_login,critical,SG,21,False,False
account_lockout,medium,GB,22,False,False
successful_login,critical,JP,19,False,False
vpn_login,medium,US,18,False,False
vpn_login,medium,DE,16,False,True
malware_alert,high,JP,19,True,False
account_lockout,high,DE,4,False,False
failed_login,high,AE,5,False,False
privilege_escalation,low,US,14,True,True
successful_login,medium,US,6,False,False
failed_login,low,CA,11,False,True
successful_login,low,CA,20,False,False
account_lockout,critical,US,18,False,False
failed_login,medium,JP,18,False,False
vpn_login,medium,JP,15,False,True
successful_login,low,DE,5,False,False
brute_force_attempt,medium,US,15,True,True
successful_login,low,JP,18,False,False
vpn_login,medium,FR,20,False,False
vpn_login,medium,US,18,False,False
successful_login,low,US,19,False,False
successful_login,medium,GB,15,False,True
successful_login,medium,GB,0,False,False
account_lockout,low,US,18,False,False
malware_alert,critical,GB,13,True,True
vpn_login,medium,FR,12,False,True
vpn_login,critical,US,15,False,True
successful_login,medium,CA,16,False,True
suspicious_ip_activity,critical,BR,8,True,False
vpn_login,low,GB,17,False,False
successful_login,low,DE,2,False,False
vpn_login,low,DE,21,False,False
successful_login,low,GB,19,False,False
successful_login,medium,US,15,False,True
failed_login,medium,US,3,False,False
privilege_escalation,low,GB,20,True,False
failed_login,medium,CA,18,False,False
successful_login,low,SG,20,False,False
brute_force_attempt,critical,DE,4,True,False
account_lockout,high,US,20,False,False
vpn_login,low,FR,17,False,False
brute_force_attempt,critical,GB,20,True,False
failed_login,high,GB,18,False,False
account_lockout,critical,US,15,False,True
vpn_login,low,GB,18,False,False
successful_login,high,US,16,False,True
malware_alert,critical,US,21,True,False
successful_login,medium,US,21,False,False
malware_alert,low,US,17,True,False
successful_login,medium,DE,16,False,True
successful_login,low,AU,0,False,False
successful_login,low,US,6,False,False
brute_force_attempt,medium,DE,21,True,False
malware_alert,critical,GB,8,True,False
vpn_login,low,US,15,False,True
failed_login,high,US,17,False,False
successful_login,medium,GB,22,False,False
failed_login,low,GB,8,False,False
failed_login,low,GB,14,False,True
successful_login,medium,BR,7,False,False
account_lockout,low,US,14,False,True
account_lockout,low,US,15,False,True
failed_login,medium,US,15,False,True
suspicious_ip_activity,low,US,20,True,False
malware_alert,critical,AU,19,True,False
malware_alert,medium,DE,14,True,True
failed_login,medium,SG,17,False,False
account_lockout,medium,US,17,False,False
vpn_login,medium,AU,20,False,False
privilege_escalation,high,US,18,True,False
vpn_login,medium,GB,18,False,False
suspicious_ip_activity,critical,US,7,True,False
malware_alert,high,IN,18,True,False
vpn_login,low,CA,21,False,False
failed_login,medium,CA,18,False,False
successful_login,low,US,16,False,True
vpn_login,low,US,19,False,False
vpn_login,medium,US,21,False,False
malware_alert,high,IN,1,True,False
vpn_login,low,US,19,False,False
vpn_login,low,FR,18,False,False
malware_alert,low,GB,17,True,False
successful_login,critical,IN,19,False,False
vpn_login,low,GB,19,False,False
failed_login,high,GB,8,False,False
account_lockout,high,GB,21,False,False
failed_login,low,FR,4,False,False
vpn_login,low,DE,11,False,True
brute_force_attempt,critical,US,16,True,True
suspicious_ip_activity,high,DE,16,True,True
successful_login,medium,CA,6,False,False
vpn_login,low,AU,16,False,True
malware_alert,high,US,11,True,True
brute_force_attempt,high,CA,16,True,True
successful_login,low,GB,18,False,False
vpn_login,low,JP,9,False,True
successful_login,low,IN,17,False,False
suspicious_ip_activity,medium,US,6,True,False
successful_login,medium,JP,23,False,False
vpn_login,low,AU,21,False,False
account_lockout,low,AU,7,False,False
failed_login,low,JP,20,False,False
failed_login,high,CA,4,False,False
vpn_login,low,BR,16,False,True
vpn_login,low,JP,22,False,False
suspicious_ip_activity,critical,BR,21,True,False
successful_login,high,US,17,False,False
account_lockout,low,IN,18,False,False
failed_login,medium,FR,19,False,False
privilege_escalation,high,JP,15,True,True
malware_alert,critical,IN,15,True,True
account_lockout,medium,US,14,False,True
vpn_login,medium,US,16,False,True
privilege_escalation,critical,GB,17,True,False
vpn_login,medium,GB,19,False,False
successful_login,low,US,7,False,False
account_lockout,low,FR,19,False,False
account_lockout,medium,US,11,False,True
failed_login,medium,GB,21,False,False
successful_login,medium,CA,12,False,True
account_lockout,low,FR,10,False,True
successful_login,medium,DE,3,False,False
failed_login,high,US,21,False,False
successful_login,critical,FR,20,False,False
account_lockout,medium,US,12,False,True
privilege_escalation,high,US,13,True,True
successful_login,medium,GB,16,False,True
successful_login,medium,IN,14,False,True
successful_login,low,DE,9,False,True
suspicious_ip_activity,critical,DE,5,True,False
successful_login,low,US,20,False,False
successful_login,low,CA,19,False,False
vpn_login,medium,JP,15,False,True
malware_alert,low,US,14,True,True
failed_login,high,US,19,False,False
failed_login,low,IN,21,False,False
failed_login,critical,RU,16,False,True
account_lockout,medium,US,15,False,True
vpn_login,critical,DE,20,False,False
suspicious_ip_activity,critical,US,15,True,True
suspicious_ip_activity,critical,GB,9,True,True
failed_login,low,AU,19,False,False
successful_login,high,US,21,False,False
suspicious_ip_activity,high,AU,22,True,False
vpn_login,high,US,15,False,True
successful_login,low,JP,21,False,False
successful_login,low,JP,21,False,False
successful_login,medium,FR,18,False,False
failed_login,low,JP,20,False,False
brute_force_attempt,high,US,14,True,True
successful_login,low,US,18,False,False
successful_login,critical,US,21,False,False
vpn_login,medium,AU,4,False,False
vpn_login,medium,CA,16,False,True
suspicious_ip_activity,high,JP,20,True,False
account_lockout,medium,CA,17,False,False
failed_login,critical,US,17,False,False
failed_login,high,BN,4,False,False
account_lockout,medium,GB,16,False,True
successful_login,high,CA,22,False,False
privilege_escalation,critical,US,15,True,True
brute_force_attempt,high,US,19,True,False
successful_login,low,DE,5,False,False
failed_login,medium,US,16,False,True
successful_login,low,GB,15,False,True
malware_alert,medium,DE,18,True,False
successful_login,low,US,18,False,False
brute_force_attempt,high,DE,8,True,False
privilege_escalation,critical,US,22,True,False
successful_login,critical,US,21,False,False
successful_login,low,CA,1,False,False
failed_login,critical,BO,5,False,False
account_lockout,medium,US,0,False,False
brute_force_attempt,medium,JP,16,True,True
malware_alert,medium,SG,13,True,True
account_lockout,medium,US,20,False,False
suspicious_ip_activity,high,GB,6,True,False
vpn_login,low,US,6,False,False
successful_login,low,FR,18,False,False
successful_login,low,CA,15,False,True
suspicious_ip_activity,high,DE,1,True,False
successful_login,medium,US,12,False,True
failed_login,low,US,20,False,False
vpn_login,medium,US,14,False,True
failed_login,low,GB,20,False,False
brute_force_attempt,medium,DE,15,True,True
successful_login,low,CA,13,False,True
account_lockout,medium,US,17,False,False
vpn_login,medium,JP,13,False,True
successful_login,high,GB,19,False,False
malware_alert,low,JP,20,True,False
vpn_login,medium,JP,21,False,False
suspicious_ip_activity,critical,JP,21,True,False
malware_alert,critical,JP,16,True,True
malware_alert,low,IN,20,True,False
suspicious_ip_activity,medium,JP,20,True,False
suspicious_ip_activity,critical,AU,20,True,False
malware_alert,medium,BR,20,True,False
account_lockout,low,JP,21,False,False
failed_login,high,AU,15,False,True
failed_login,low,US,16,False,True
failed_login,medium,CA,15,False,True
successful_login,high,GB,16,False,True
successful_login,medium,US,18,False,False
failed_login,low,FR,19,False,False
suspicious_ip_activity,critical,GB,14,True,True
failed_login,low,US,11,False,True
vpn_login,medium,SG,14,False,True
failed_login,low,US,13,False,True
successful_login,critical,CA,1,False,False
successful_login,high,US,21,False,False
successful_login,low,US,21,False,False
privilege_escalation,critical,US,7,True,False
failed_login,low,US,21,False,False
account_lockout,medium,SG,14,False,True
malware_alert,high,GB,14,True,True
vpn_login,low,DE,18,False,False
privilege_escalation,high,BR,21,True,False
vpn_login,medium,DE,20,False,False
vpn_login,medium,US,0,False,False
failed_login,low,DE,20,False,False
successful_login,medium,JP,20,False,False
brute_force_attempt,medium,US,11,True,True
successful_login,low,JP,19,False,False
successful_login,high,AU,16,False,True
successful_login,medium,US,7,False,False
successful_login,low,DE,18,False,False
failed_login,low,CA,20,False,False
brute_force_attempt,medium,US,19,True,False
failed_login,medium,US,19,False,False
failed_login,low,US,2,False,False
suspicious_ip_activity,high,JP,14,True,True
vpn_login,high,AU,16,False,True
account_lockout,high,US,9,False,True
vpn_login,low,AU,11,False,True
vpn_login,medium,US,18,False,False
vpn_login,high,AU,9,False,True
malware_alert,high,AU,23,True,False
successful_login,medium,AU,23,False,False
account_lockout,medium,JP,9,False,True
account_lockout,high,JP,20,False,False
malware_alert,critical,DE,9,True,True
account_lockout,medium,US,16,False,True
suspicious_ip_activity,medium,US,14,True,True
brute_force_attempt,critical,GB,16,True,True
successful_login,low,JP,18,False,False
successful_login,medium,DE,19,False,False
successful_login,low,US,4,False,False
failed_login,medium,US,16,False,True
failed_login,low,CA,19,False,False
account_lockout,low,GB,21,False,False
privilege_escalation,low,JP,21,True,False
vpn_login,low,US,9,False,True
account_lockout,medium,JP,18,False,False
failed_login,medium,US,4,False,False
failed_login,medium,AU,20,False,False
failed_login,low,US,18,False,False
brute_force_attempt,high,AU,12,True,True
successful_login,medium,US,17,False,False
account_lockout,medium,US,21,False,False
failed_login,low,US,18,False,False
brute_force_attempt,high,GB,9,True,True
failed_login,high,HT,20,False,False
suspicious_ip_activity,high,CA,14,True,True
malware_alert,high,US,17,True,False
suspicious_ip_activity,high,GB,18,True,False
successful_login,critical,AU,18,False,False
account_lockout,low,IN,17,False,False
vpn_login,medium,GB,14,False,True
successful_login,high,GB,15,False,True
vpn_login,medium,JP,15,False,True
malware_alert,critical,AU,17,True,False
failed_login,low,CA,17,False,False
suspicious_ip_activity,critical,GB,17,True,False
malware_alert,high,DE,21,True,False
account_lockout,high,DE,17,False,False
suspicious_ip_activity,low,FR,14,True,True
failed_login,low,GB,7,False,False
successful_login,low,AU,16,False,True
failed_login,medium,US,20,False,False
account_lockout,medium,GB,21,False,False
suspicious_ip_activity,critical,FR,18,True,False
failed_login,medium,GB,19,False,False
failed_login,high,DE,17,False,False
vpn_login,critical,DE,11,False,True
successful_login,medium,GB,18,False,False
failed_login,high,PE,20,False,False
account_lockout,medium,AU,14,False,True
failed_login,low,GB,9,False,True
failed_login,low,GB,21,False,False
failed_login,medium,GB,9,False,True
failed_login,low,US,16,False,True
privilege_escalation,medium,GB,15,True,True
suspicious_ip_activity,medium,GB,12,True,True
malware_alert,critical,DE,14,True,True
privilege_escalation,medium,CA,21,True,False
failed_login,low,US,9,False,True
malware_alert,critical,BR,11,True,True
successful_login,low,CA,11,False,True
failed_login,high,SG,17,False,False
suspicious_ip_activity,critical,FR,16,True,True
account_lockout,medium,BR,18,False,False
malware_alert,high,BR,18,True,False
failed_login,high,GB,21,False,False
successful_login,low,IN,20,False,False
successful_login,low,GB,17,False,False
account_lockout,high,GB,16,False,True
failed_login,critical,AU,4,False,False
vpn_login,high,US,16,False,True
failed_login,high,PL,16,False,True
failed_login,low,US,15,False,True
brute_force_attempt,medium,US,9,True,True
account_lockout,high,US,19,False,False
successful_login,high,GB,21,False,False
failed_login,low,GB,10,False,True
privilege_escalation,critical,US,5,True,False
successful_login,low,JP,12,False,True
malware_alert,critical,US,11,True,True
account_lockout,medium,US,19,False,False
suspicious_ip_activity,high,US,19,True,False
successful_login,low,US,20,False,False
vpn_login,low,US,19,False,False
suspicious_ip_activity,high,US,12,True,True
failed_login,medium,US,8,False,False
successful_login,medium,DE,18,False,False
vpn_login,low,BR,20,False,False
failed_login,medium,US,14,False,True
vpn_login,medium,US,14,False,True
successful_login,low,GB,17,False,False
failed_login,low,GB,13,False,True
brute_force_attempt,high,CA,15,True,True
vpn_login,high,GB,9,False,True
failed_login,high,US,17,False,False
privilege_escalation,medium,IN,4,True,False
brute_force_attempt,critical,DE,15,True,True
vpn_login,medium,US,10,False,True
successful_login,low,US,0,False,False
account_lockout,low,US,14,False,True
brute_force_attempt,critical,GB,16,True,True
successful_login,high,BR,17,False,False
failed_login,low,GB,18,False,False
brute_force_attempt,medium,SG,14,True,True
successful_login,low,FR,5,False,False
successful_login,medium,FR,8,False,False
failed_login,low,GB,2,False,False
successful_login,medium,DE,18,False,False
malware_alert,high,JP,10,True,True
malware_alert,critical,JP,22,True,False
successful_login,high,GB,19,False,False
account_lockout,medium,US,20,False,False
suspicious_ip_activity,critical,IN,16,True,True
failed_login,medium,IN,15,False,True
suspicious_ip_activity,critical,GB,17,True,False
suspicious_ip_activity,high,US,21,True,False
brute_force_attempt,medium,US,18,True,False
vpn_login,critical,AU,12,False,True
brute_force_attempt,medium,FR,14,True,True
successful_login,low,BR,15,False,True
vpn_login,high,US,17,False,False
vpn_login,low,FR,17,False,False
successful_login,medium,US,18,False,False
brute_force_attempt,high,JP,15,True,True
failed_login,medium,DE,1,False,False
successful_login,medium,AU,17,False,False
suspicious_ip_activity,high,US,4,True,False
successful_login,medium,CA,21,False,False
failed_login,critical,US,18,False,False
vpn_login,low,US,4,False,False
malware_alert,high,JP,19,True,False
malware_alert,critical,CA,18,True,False
privilege_escalation,critical,US,18,True,False
successful_login,high,BR,9,False,True
successful_login,low,JP,19,False,False
suspicious_ip_activity,low,AU,19,True,False
failed_login,medium,US,15,False,True
successful_login,high,US,2,False,False
account_lockout,medium,US,2,False,False
successful_login,low,US,16,False,True
suspicious_ip_activity,critical,CA,19,True,False
vpn_login,medium,AU,14,False,True
account_lockout,low,FR,6,False,False
failed_login,high,US,22,False,False
successful_login,high,US,4,False,False
successful_login,medium,GB,9,False,True
failed_login,medium,US,15,False,True
privilege_escalation,high,AU,20,True,False
successful_login,low,FR,16,False,True
successful_login,medium,US,14,False,True
brute_force_attempt,medium,FR,16,True,True
failed_login,low,DE,21,False,False
successful_login,medium,JP,19,False,False
successful_login,low,DE,20,False,False
malware_alert,critical,FR,19,True,False
vpn_login,high,DE,17,False,False
successful_login,low,AU,8,False,False
privilege_escalation,high,IN,16,True,True
account_lockout,low,DE,14,False,True
failed_login,high,GB,21,False,False
successful_login,critical,FR,14,False,True
failed_login,low,FR,17,False,False
successful_login,medium,GB,16,False,True
account_lockout,critical,US,18,False,False
successful_login,low,US,15,False,True
vpn_login,low,US,15,False,True
vpn_login,medium,DE,16,False,True
successful_login,low,IN,18,False,False
failed_login,medium,GB,1,False,False
vpn_login,low,DE,16,False,True
failed_login,medium,GB,12,False,True
suspicious_ip_activity,low,US,19,True,False
failed_login,high,CA,17,False,False
vpn_login,critical,AU,22,False,False
failed_login,high,AU,0,False,False
successful_login,low,JP,14,False,True
malware_alert,high,FR,21,True,False
failed_login,low,CA,22,False,False
vpn_login,medium,GB,15,False,True
successful_login,medium,IN,20,False,False
malware_alert,high,GB,20,True,False
successful_login,medium,FR,7,False,False
successful_login,critical,US,5,False,False
successful_login,low,US,0,False,False
malware_alert,critical,BR,16,True,True
malware_alert,high,GB,11,True,True
suspicious_ip_activity,high,CA,14,True,True
failed_login,medium,US,16,False,True
privilege_escalation,high,GB,8,True,False
vpn_login,low,US,18,False,False
suspicious_ip_activity,high,GB,7,True,False
malware_alert,high,US,21,True,False
failed_login,high,LS,20,False,False
successful_login,low,US,14,False,True
vpn_login,high,BR,16,False,True
failed_login,medium,GB,19,False,False
account_lockout,low,DE,16,False,True
successful_login,low,IN,1,False,False
successful_login,high,GB,8,False,False
account_lockout,medium,US,18,False,False
successful_login,critical,GB,9,False,True
failed_login,low,GB,9,False,True
account_lockout,low,US,14,False,True
malware_alert,medium,AU,19,True,False
failed_login,high,FR,5,False,False
privilege_escalation,low,AU,13,True,True
account_lockout,high,AU,18,False,False
account_lockout,medium,GB,14,False,True
vpn_login,low,DE,0,False,False
account_lockout,low,JP,21,False,False
successful_login,low,US,20,False,False
failed_login,low,US,20,False,False
successful_login,medium,US,22,False,False
vpn_login,medium,US,21,False,False
successful_login,medium,DE,15,False,True
vpn_login,high,CA,18,False,False
account_lockout,low,DE,18,False,False
brute_force_attempt,high,CA,16,True,True
successful_login,low,DE,21,False,False
successful_login,low,CA,19,False,False
suspicious_ip_activity,medium,DE,0,True,False
suspicious_ip_activity,medium,AU,21,True,False
successful_login,critical,US,16,False,True
successful_login,high,FR,15,False,True
suspicious_ip_activity,critical,GB,19,True,False
failed_login,medium,JP,15,False,True
suspicious_ip_activity,high,FR,21,True,False
successful_login,medium,AU,14,False,True
account_lockout,medium,SG,10,False,True
failed_login,critical,CA,19,False,False
vpn_login,high,DE,17,False,False
successful_login,medium,JP,16,False,True
privilege_escalation,high,GB,23,True,False
malware_alert,medium,GB,5,True,False
failed_login,medium,FR,21,False,False
successful_login,high,US,17,False,False
failed_login,high,US,0,False,False
malware_alert,high,DE,17,True,False
privilege_escalation,high,US,3,True,False
successful_login,high,US,17,False,False
failed_login,medium,DE,19,False,False
failed_login,critical,GB,5,False,False
malware_alert,critical,US,19,True,False
privilege_escalation,medium,DE,15,True,True
account_lockout,low,BR,16,False,True
malware_alert,critical,CA,14,True,True
successful_login,low,US,21,False,False
malware_alert,medium,US,18,True,False
malware_alert,critical,IN,16,True,True
vpn_login,high,US,15,False,True
suspicious_ip_activity,high,GB,7,True,False
failed_login,medium,DE,15,False,True
successful_login,low,US,20,False,False
vpn_login,medium,FR,19,False,False
malware_alert,high,IN,12,True,True
successful_login,low,US,18,False,False
successful_login,medium,US,17,False,False
account_lockout,medium,US,15,False,True
successful_login,medium,GB,15,False,True
vpn_login,low,CA,9,False,True
successful_login,medium,US,6,False,False
failed_login,medium,US,20,False,False
account_lockout,high,DE,16,False,True
vpn_login,low,AU,1,False,False
successful_login,low,GB,21,False,False
failed_login,high,US,18,False,False
successful_login,critical,FR,13,False,True
successful_login,low,AU,15,False,True
brute_force_attempt,critical,US,17,True,False
privilege_escalation,medium,US,16,True,True
successful_login,low,US,23,False,False
failed_login,critical,JP,20,False,False
suspicious_ip_activity,high,US,21,True,False
vpn_login,medium,US,4,False,False
brute_force_attempt,high,FR,10,True,True
suspicious_ip_activity,high,DE,6,True,False
privilege_escalation,medium,DE,21,True,False
malware_alert,critical,CA,16,True,True
malware_alert,critical,US,15,True,True
failed_login,low,BR,13,False,True
failed_login,high,VE,5,False,False
successful_login,medium,US,18,False,False
failed_login,critical,JP,16,False,True
brute_force_attempt,high,DE,19,True,False
account_lockout,low,GB,19,False,False
failed_login,low,US,16,False,True
failed_login,high,US,15,False,True
privilege_escalation,medium,JP,19,True,False
successful_login,low,US,15,False,True
brute_force_attempt,critical,GB,20,True,False
failed_login,low,GB,15,False,True
successful_login,low,US,20,False,False
vpn_login,high,US,19,False,False
vpn_login,low,FR,19,False,False
successful_login,low,GB,1,False,False
vpn_login,medium,GB,15,False,True
failed_login,critical,GB,14,False,True
successful_login,low,AU,16,False,True
vpn_login,critical,US,11,False,True
failed_login,high,US,18,False,False
vpn_login,medium,JP,19,False,False
failed_login,low,US,21,False,False
successful_login,low,GB,14,False,True
failed_login,high,DE,5,False,False
account_lockout,low,SG,20,False,False
malware_alert,high,AU,9,True,True
successful_login,low,AU,13,False,True
brute_force_attempt,critical,US,20,True,False
failed_login,high,JP,15,False,True
successful_login,low,BR,14,False,True
successful_login,low,CA,15,False,True
failed_login,high,DE,15,False,True
failed_login,medium,US,14,False,True
failed_login,medium,US,18,False,False
vpn_login,high,GB,20,False,False
failed_login,medium,CA,16,False,True
failed_login,medium,CA,14,False,True
successful_login,medium,US,20,False,False
brute_force_attempt,critical,JP,22,True,False
failed_login,low,CA,14,False,True
suspicious_ip_activity,medium,US,7,True,False
successful_login,medium,CA,2,False,False
brute_force_attempt,high,US,19,True,False
vpn_login,high,GB,2,False,False
privilege_escalation,high,US,18,True,False
vpn_login,medium,BR,14,False,True
vpn_login,medium,US,7,False,False
account_lockout,medium,JP,23,False,False
suspicious_ip_activity,high,BR,1,True,False
successful_login,low,GB,21,False,False
account_lockout,high,CA,5,False,False
failed_login,medium,DE,23,False,False
failed_login,medium,DE,16,False,True
suspicious_ip_activity,critical,CA,18,True,False
suspicious_ip_activity,medium,IN,21,True,False
successful_login,medium,AU,21,False,False
vpn_login,low,DE,4,False,False
successful_login,high,CA,1,False,False
failed_login,low,AU,21,False,False
suspicious_ip_activity,critical,US,20,True,False
suspicious_ip_activity,high,GB,14,True,True
successful_login,low,US,19,False,False
successful_login,medium,US,14,False,True
successful_login,low,AU,17,False,False
failed_login,high,US,5,False,False
successful_login,medium,DE,18,False,False
successful_login,low,US,4,False,False
failed_login,medium,JP,17,False,False
account_lockout,medium,US,16,False,True
failed_login,critical,AU,18,False,False
failed_login,low,JP,21,False,False
malware_alert,high,GB,16,True,True
malware_alert,high,US,15,True,True
malware_alert,critical,GB,15,True,True
failed_login,low,AU,15,False,True
successful_login,medium,CA,3,False,False
malware_alert,critical,JP,20,True,False
successful_login,low,US,21,False,False
failed_login,critical,US,18,False,False
malware_alert,high,JP,17,True,False
vpn_login,low,DE,14,False,True
failed_login,low,JP,8,False,False
vpn_login,high,BR,14,False,True
malware_alert,medium,US,18,True,False
privilege_escalation,critical,US,4,True,False
vpn_login,medium,US,19,False,False
successful_login,high,GB,19,False,False
vpn_login,low,US,20,False,False
successful_login,low,GB,6,False,False
malware_alert,high,GB,0,True,False
failed_login,high,AU,9,False,True
successful_login,high,DE,11,False,True
successful_login,high,AU,19,False,False
malware_alert,critical,GB,2,True,False
account_lockout,low,IN,8,False,False
privilege_escalation,critical,US,23,True,False
successful_login,medium,JP,14,False,True
vpn_login,high,US,12,False,True
account_lockout,high,BR,16,False,True
successful_login,low,JP,14,False,True
failed_login,low,BR,20,False,False
account_lockout,low,US,18,False,False
malware_alert,high,US,17,True,False
successful_login,low,US,19,False,False
suspicious_ip_activity,high,JP,4,True,False
vpn_login,high,JP,22,False,False
failed_login,critical,TH,16,False,True
account_lockout,critical,GB,9,False,True
failed_login,low,US,14,False,True
vpn_login,medium,DE,14,False,True
privilege_escalation,medium,DE,17,True,False
successful_login,low,US,9,False,True
failed_login,medium,GB,4,False,False
successful_login,low,US,19,False,False
vpn_login,high,JP,19,False,False
failed_login,high,US,15,False,True
successful_login,medium,DE,18,False,False
failed_login,low,CA,4,False,False
account_lockout,critical,GB,15,False,True
failed_login,high,SK,20,False,False
failed_login,high,SG,10,False,True
suspicious_ip_activity,critical,US,19,True,False
successful_login,medium,US,16,False,True
successful_login,high,BR,15,False,True
vpn_login,low,GB,16,False,True
privilege_escalation,high,GB,12,True,True
vpn_login,medium,US,19,False,False
failed_login,high,GB,15,False,True
failed_login,low,US,16,False,True
vpn_login,medium,US,15,False,True
privilege_escalation,critical,CA,17,True,False
